SysTime,GameTime,Event
18:38:41.418,1.298176,show Practice Left
18:38:42.528,2.409025,hide Practice Left
18:38:42.806,2.687388,show Practice Right
18:38:46.226,6.106909,hide Practice Right
18:38:46.438,6.318396,show Pattern E Left
18:38:47.092,6.973879,hide Pattern E Left
