SysTime,GameTime,Condition,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,EyeGazeOriginX,EyeGazeOriginY,EyeGazeOriginZ,EyeGazeDirX,EyeGazeDirY,EyeGazeDirZ,LeftPupilDiameter,RightPupilDiameter
19:22:53.930,0.8697953,Practice Left,0,0,0,2.521045,264.0688,0.3867142,0,0,0,0,0,0,0,0
19:22:53.973,0.9150381,Practice Left,0,0,0,2.524802,264.0715,0.3921903,0,0,0,0,0,0,0,0
19:22:53.989,0.9307509,Practice Left,0,0,0,2.524403,264.0721,0.3932552,0,0,0,0,0,0,0,0
19:22:54.006,0.9480017,Practice Left,0,0,0,2.52413,264.0723,0.3920683,0,0,0,0,0,0,0,0
19:22:54.022,0.9641022,Practice Left,0,0,0,2.523459,264.0738,0.3922833,0,0,0,0,0,0,0,0
19:22:54.037,0.9791988,Practice Left,0,0,0,2.523906,264.0738,0.3940969,0,0,0,0,0,0,0,0
19:22:54.052,0.9942666,Practice Left,0,0,0,2.523062,264.0741,0.3933146,0,0,0,0,0,0,0,0
19:22:54.070,1.012465,Practice Left,0,0,0,2.520507,264.0723,0.3924574,0,0,0,0,0,0,0,0
19:22:54.088,1.030242,Practice Left,0,0,0,2.520253,264.0734,0.3934867,0,0,0,0,0,0,0,0
19:22:54.103,1.045572,Practice Left,0,0,0,2.521552,264.0759,0.3928944,0,0,0,0,0,0,0,0
19:22:54.119,1.061416,Practice Left,0,0,0,2.519455,264.0759,0.3932351,0,0,0,0,0,0,0,0
19:22:54.134,1.076959,Practice Left,0,0,0,2.518876,264.0748,0.39301,0,0,0,0,0,0,0,0
19:22:54.149,1.091925,Practice Left,0,0,0,2.519377,264.0744,0.3923378,0,0,0,0,0,0,0,0
19:22:54.164,1.106485,Practice Left,0,0,0,2.520083,264.0752,0.3913741,0,0,0,0,0,0,0,0
19:22:54.181,1.122876,Practice Left,0,0,0,2.518432,264.0746,0.3909659,0,0,0,0,0,0,0,0
19:22:54.195,1.137542,Practice Left,0,0,0,2.517277,264.0742,0.3892737,0,0,0,0,0,0,0,0
