SysTime,GameTime,Condition,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,EyeGazeOriginX,EyeGazeOriginY,EyeGazeOriginZ,EyeGazeDirX,EyeGazeDirY,EyeGazeDirZ,LeftPupilDiameter,RightPupilDiameter
20:22:30.260,13.40906,Pattern A Right,-0.04392169,1.685132,-0.2841877,1.506951,355.9157,2.680808,0,0,0,0,0,0,5.31234,5.284845
20:22:30.277,13.42834,Pattern A Right,-0.04498327,1.685504,-0.283126,1.332753,356.0993,2.730636,0,0,0,0,0,0,5.31234,5.284845
20:22:30.288,13.43949,Pattern A Right,-0.04567674,1.6858,-0.2826592,1.193043,356.2076,2.76419,0,0,0,0,0,0,5.31831,5.282553
20:22:30.299,13.45035,Pattern A Right,-0.04615318,1.686119,-0.2822553,1.043763,356.3194,2.796664,0,0,0,0,0,0,5.31831,5.282553
20:22:30.310,13.46114,Pattern A Right,-0.0467561,1.68645,-0.28193,0.8828047,356.4377,2.827319,0,0,0,0,0,0,5.31831,5.282553
20:22:30.321,13.472,Pattern A Right,-0.04726927,1.686785,-0.2816774,0.7163438,356.5653,2.859465,0,0,0,0,0,0,5.31831,5.282553
20:22:30.332,13.48317,Pattern A Right,-0.04781352,1.687104,-0.2814694,0.5594553,356.6882,2.894779,0,0,0,0,0,0,5.31831,5.282553
20:22:30.343,13.49472,Pattern A Right,-0.04827919,1.687472,-0.2812718,0.3983304,356.8208,2.929374,0,0,0,0,0,0,5.31831,5.282553
20:22:30.356,13.50696,Pattern A Right,-0.04880424,1.687768,-0.2811038,0.2528908,356.9546,2.966712,0,0,0,0,0,0,5.31831,5.282553
20:22:30.367,13.51844,Pattern A Right,-0.04928396,1.688053,-0.2809363,0.1147022,357.0929,3.0079,0,0,0,0,0,0,5.31831,5.282553
20:22:30.379,13.52994,Pattern A Right,-0.0496496,1.688345,-0.2807549,-0.002361565,357.2189,3.040909,0,0,0,0,0,0,5.31831,5.282553
20:22:30.403,13.55345,Pattern A Right,-0.05029405,1.688706,-0.2805413,359.8076,357.472,3.103387,0,0,0,0,0,0,5.343077,5.195383
20:22:30.413,13.56411,Pattern A Right,-0.05078367,1.688897,-0.2804829,359.7124,357.6143,3.138879,0,0,0,0,0,0,5.343077,5.195383
20:22:30.422,13.57308,Pattern A Right,-0.05104111,1.689036,-0.2804591,359.635,357.7434,3.163586,0,0,0,0,0,0,5.343077,5.195383
20:22:30.434,13.58457,Pattern A Right,-0.05130882,1.689111,-0.2803906,359.5859,357.8531,3.187586,0,0,0,0,0,0,5.343077,5.195383
20:22:30.445,13.59613,Pattern A Right,-0.05156771,1.689214,-0.2803436,359.5324,357.9958,3.214086,0,0,0,0,0,0,5.343077,5.195383
20:22:30.454,13.60539,Pattern A Right,-0.0518181,1.689239,-0.2802498,359.4893,358.1197,3.239083,0,0,0,0,0,0,5.343077,5.195383
20:22:30.464,13.61624,Pattern A Right,-0.05204173,1.689296,-0.2801345,359.4605,358.2586,3.274607,0,0,0,0,0,0,5.343077,5.195383
20:22:30.477,13.62798,Pattern A Right,-0.05224684,1.689256,-0.2799887,359.442,358.3885,3.310152,0,0,0,0,0,0,5.343077,5.195383
20:22:30.487,13.63816,Pattern A Right,-0.05239614,1.68926,-0.2798083,359.442,358.5159,3.34522,0,0,0,0,0,0,5.126407,5.073286
20:22:30.498,13.64885,Pattern A Right,-0.0524817,1.689142,-0.2795544,359.4716,358.644,3.380642,0,0,0,0,0,0,5.126407,5.073286
20:22:30.508,13.65982,Pattern A Right,-0.05268145,1.688968,-0.2793779,359.5251,358.7716,3.41444,0,0,0,0,0,0,5.126407,5.073286
20:22:30.521,13.67214,Pattern A Right,-0.052778,1.688788,-0.2791549,359.5996,358.8952,3.453907,0,0,0,0,0,0,5.126407,5.073286
20:22:30.542,13.69278,Pattern A Right,-0.05311761,1.688362,-0.2787976,359.7302,359.0898,3.535748,0,0,0,0,0,0,5.126407,5.073286
20:22:30.563,13.71424,Pattern A Right,-0.05329342,1.688008,-0.2782848,359.8672,359.2713,3.618919,0,0,0,0,0,0,5.126407,5.073286
20:22:30.586,13.73682,Pattern A Right,-0.05314072,1.687353,-0.277561,0.06086766,359.3569,3.644958,0,0,0,0,0,0,5.072343,5.00303
20:22:30.609,13.7596,Pattern A Right,-0.05299492,1.686177,-0.276408,0.4233088,359.3212,3.659419,0,0,0,0,0,0,5.072343,5.00303
20:22:30.631,13.78236,Pattern A Right,-0.05281364,1.684548,-0.2748826,0.996706,359.1216,3.665278,0,0,0,0,0,0,5.072343,5.00303
20:22:30.641,13.79275,Pattern A Right,-0.05253839,1.683605,-0.2739706,1.347278,358.9777,3.6657,0,0,0,0,0,0,5.072343,5.00303
20:22:30.654,13.80456,Pattern A Right,-0.05231772,1.682708,-0.2728969,1.707528,358.8064,3.66587,0,0,0,0,0,0,5.072343,5.00303
20:22:30.665,13.81624,Pattern A Right,-0.05182911,1.681682,-0.2715414,2.118988,358.5892,3.683019,0,0,0,0,0,0,5.072343,5.00303
20:22:30.677,13.82836,Pattern A Right,-0.05116131,1.680742,-0.2700817,2.499627,358.36,3.703207,0,0,0,0,0,0,5.072343,5.00303
20:22:30.688,13.83954,Pattern A Right,-0.05051873,1.679861,-0.2686901,2.864278,358.1186,3.720775,0,0,0,0,0,0,4.886991,4.95377
20:22:30.699,13.85016,Pattern A Right,-0.04981957,1.679112,-0.2674329,3.196672,357.892,3.721584,0,0,0,0,0,0,4.886991,4.95377
20:22:30.710,13.86097,Pattern A Right,-0.04916384,1.678474,-0.2661398,3.505235,357.6565,3.712651,0,0,0,0,0,0,4.886991,4.95377
20:22:30.721,13.87227,Pattern A Right,-0.04818486,1.677885,-0.2648234,3.778582,357.415,3.690024,0,0,0,0,0,0,4.886991,4.95377
20:22:30.735,13.88584,Pattern A Right,-0.04731199,1.677535,-0.2635613,3.99515,357.1701,3.662831,0,0,0,0,0,0,4.886991,4.95377
20:22:30.745,13.89649,Pattern A Right,-0.04601779,1.677246,-0.2620847,4.136561,356.959,3.611116,0,0,0,0,0,0,4.886991,4.95377
20:22:30.753,13.90429,Pattern A Right,-0.04491644,1.677206,-0.2611383,4.242861,356.7834,3.541762,0,0,0,0,0,0,4.886991,4.95377
20:22:30.763,13.91456,Pattern A Right,-0.04356371,1.677183,-0.2600824,4.318284,356.6464,3.458623,0,0,0,0,0,0,4.886991,4.95377
20:22:30.775,13.92585,Pattern A Right,-0.0419651,1.67727,-0.2590993,4.367435,356.6034,3.369968,0,0,0,0,0,0,4.886991,4.95377
