SysTime,GameTime,Condition,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,EyeGazeOriginX,EyeGazeOriginY,EyeGazeOriginZ,EyeGazeDirX,EyeGazeDirY,EyeGazeDirZ,LeftPupilDiameter,RightPupilDiameter
19:22:51.585,20.7619,Pattern D Left,-8.596295,0.6607868,-1.112789,6.993379,7.567662,1.235512,0,0,0,0,0,0,3.630709,3.539593
19:22:51.612,20.79151,Pattern D Left,-8.597187,0.6609185,-1.112735,6.881167,7.559965,1.250843,0,0,0,0,0,0,3.624863,3.502345
19:22:51.640,20.8196,Pattern D Left,-8.598112,0.6611204,-1.112607,6.720906,7.616337,1.267212,0,0,0,0,0,0,3.624863,3.502345
19:22:51.653,20.83324,Pattern D Left,-8.598212,0.6611297,-1.112634,6.632248,7.667381,1.286567,0,0,0,0,0,0,3.624863,3.502345
19:22:51.667,20.84727,Pattern D Left,-8.598267,0.6611559,-1.112632,6.554324,7.709836,1.306384,0,0,0,0,0,0,3.624863,3.502345
19:22:51.685,20.86412,Pattern D Left,-8.598309,0.6612045,-1.11261,6.455599,7.755189,1.333552,0,0,0,0,0,0,3.624863,3.502345
19:22:51.704,20.88366,Pattern D Left,-8.598333,0.6612889,-1.112556,6.330695,7.800265,1.368062,0,0,0,0,0,0,3.644822,3.491882
19:22:51.727,20.90702,Pattern D Left,-8.598395,0.661393,-1.112757,6.170648,7.844438,1.406115,0,0,0,0,0,0,3.644822,3.491882
19:22:51.744,20.92356,Pattern D Left,-8.598446,0.6615638,-1.112989,5.994413,7.878631,1.448904,0,0,0,0,0,0,3.644822,3.491882
19:22:51.757,20.93734,Pattern D Left,-8.598454,0.6616817,-1.113075,5.899765,7.890467,1.472707,0,0,0,0,0,0,3.644822,3.491882
19:22:51.773,20.95227,Pattern D Left,-8.59845,0.6617715,-1.113117,5.839235,7.895695,1.487461,0,0,0,0,0,0,3.644822,3.491882
19:22:51.785,20.96437,Pattern D Left,-8.598672,0.6618862,-1.11326,5.750852,7.902372,1.518447,0,0,0,0,0,0,3.644822,3.491882
19:22:51.797,20.97732,Pattern D Left,-8.598969,0.6619588,-1.113411,5.69557,7.908296,1.522143,0,0,0,0,0,0,3.69466,3.453386
19:22:51.810,20.98946,Pattern D Left,-8.599232,0.6620378,-1.113538,5.634253,7.917366,1.52493,0,0,0,0,0,0,3.69466,3.453386
19:22:51.824,21.00321,Pattern D Left,-8.599476,0.6621323,-1.11365,5.562489,7.932552,1.529267,0,0,0,0,0,0,3.69466,3.453386
19:22:51.837,21.01654,Pattern D Left,-8.599675,0.6622337,-1.113731,5.488622,7.952055,1.537273,0,0,0,0,0,0,3.69466,3.453386
19:22:51.849,21.02908,Pattern D Left,-8.599848,0.6623328,-1.113786,5.413529,7.977826,1.556837,0,0,0,0,0,0,3.69466,3.453386
19:22:51.861,21.0403,Pattern D Left,-8.600045,0.6623766,-1.113819,5.354701,8.004831,1.569615,0,0,0,0,0,0,3.69466,3.453386
19:22:51.870,21.05053,Pattern D Left,-8.600204,0.6624279,-1.113835,5.300295,8.037739,1.582613,0,0,0,0,0,0,3.69466,3.453386
19:22:51.883,21.06271,Pattern D Left,-8.600331,0.6624846,-1.113835,5.252538,8.079591,1.593843,0,0,0,0,0,0,3.69466,3.453386
19:22:51.899,21.07924,Pattern D Left,-8.600429,0.6625475,-1.113822,5.210816,8.134989,1.602581,0,0,0,0,0,0,3.749338,3.444977
19:22:51.911,21.0906,Pattern D Left,-8.600506,0.6626344,-1.113785,5.163236,8.234276,1.609592,0,0,0,0,0,0,3.749338,3.444977
19:22:51.922,21.1013,Pattern D Left,-8.601257,0.6628019,-1.1138,5.120531,8.329309,1.66053,0,0,0,0,0,0,3.749338,3.444977
19:22:51.931,21.111,Pattern D Left,-8.601939,0.6629634,-1.113804,5.084722,8.441364,1.668627,0,0,0,0,0,0,3.749338,3.444977
19:22:51.942,21.12238,Pattern D Left,-8.602512,0.6631169,-1.113796,5.045582,8.577432,1.679913,0,0,0,0,0,0,3.749338,3.444977
19:22:51.952,21.13309,Pattern D Left,-8.602973,0.6632601,-1.113775,5.00422,8.739764,1.69343,0,0,0,0,0,0,3.749338,3.444977
19:22:51.965,21.14475,Pattern D Left,-8.603336,0.6633971,-1.113745,4.962262,8.939578,1.704952,0,0,0,0,0,0,3.749338,3.444977
19:22:51.976,21.15678,Pattern D Left,-8.603609,0.6635301,-1.113706,4.920065,9.189284,1.712408,0,0,0,0,0,0,3.749338,3.444977
19:22:51.986,21.16651,Pattern D Left,-8.603979,0.6638243,-1.113736,4.866295,9.491276,1.73006,0,0,0,0,0,0,3.749338,3.444977
19:22:51.998,21.17762,Pattern D Left,-8.604246,0.6641029,-1.113756,4.819866,9.840245,1.743274,0,0,0,0,0,0,3.765845,3.506896
19:22:52.010,21.18935,Pattern D Left,-8.604404,0.6643609,-1.113764,4.77017,10.23937,1.765497,0,0,0,0,0,0,3.765845,3.506896
19:22:52.021,21.20095,Pattern D Left,-8.604454,0.6646051,-1.113761,4.715512,10.6859,1.796751,0,0,0,0,0,0,3.765845,3.506896
19:22:52.032,21.21173,Pattern D Left,-8.604396,0.6648331,-1.113748,4.657917,11.16821,1.836133,0,0,0,0,0,0,3.765845,3.506896
19:22:52.055,21.23452,Pattern D Left,-8.604583,0.6653945,-1.113772,4.531603,12.19103,1.960894,0,0,0,0,0,0,3.765845,3.506896
19:22:52.077,21.25699,Pattern D Left,-8.604806,0.6660187,-1.113823,4.407714,13.2728,2.049613,0,0,0,0,0,0,3.765845,3.506896
19:22:52.101,21.28016,Pattern D Left,-8.604553,0.6665562,-1.113842,4.274557,14.3286,2.116101,0,0,0,0,0,0,3.765798,3.53935
19:22:52.122,21.30152,Pattern D Left,-8.604584,0.6671882,-1.11411,4.128034,15.32394,2.168207,0,0,0,0,0,0,3.765798,3.53935
19:22:52.132,21.31303,Pattern D Left,-8.604503,0.66751,-1.114253,4.062222,15.81451,2.170718,0,0,0,0,0,0,3.765798,3.53935
19:22:52.142,21.32246,Pattern D Left,-8.604364,0.6677592,-1.114355,4.010903,16.19466,2.16499,0,0,0,0,0,0,3.765798,3.53935
19:22:52.154,21.33389,Pattern D Left,-8.604154,0.668017,-1.114455,3.957389,16.58269,2.151347,0,0,0,0,0,0,3.765798,3.53935
19:22:52.166,21.34626,Pattern D Left,-8.603909,0.6682701,-1.11455,3.898229,16.9415,2.134866,0,0,0,0,0,0,3.765798,3.53935
19:22:52.176,21.35609,Pattern D Left,-8.603775,0.6686701,-1.114756,3.847617,17.26957,2.109881,0,0,0,0,0,0,3.765798,3.53935
19:22:52.187,21.36667,Pattern D Left,-8.603601,0.669033,-1.114935,3.800716,17.55755,2.078785,0,0,0,0,0,0,3.765798,3.53935
19:22:52.198,21.37837,Pattern D Left,-8.603392,0.6693738,-1.115095,3.754377,17.81792,2.041666,0,0,0,0,0,0,3.764406,3.567964
19:22:52.211,21.39095,Pattern D Left,-8.603147,0.6697067,-1.11524,3.709192,18.05738,1.996889,0,0,0,0,0,0,3.764406,3.567964
19:22:52.221,21.40119,Pattern D Left,-8.60291,0.6699893,-1.115354,3.670548,18.24655,1.95102,0,0,0,0,0,0,3.764406,3.567964
19:22:52.232,21.41198,Pattern D Left,-8.602695,0.6702783,-1.115475,3.632071,18.41746,1.901902,0,0,0,0,0,0,3.764406,3.567964
19:22:52.244,21.42396,Pattern D Left,-8.602516,0.6705619,-1.115598,3.605474,18.54974,1.85251,0,0,0,0,0,0,3.764406,3.567964
19:22:52.253,21.43361,Pattern D Left,-8.602335,0.6708262,-1.115702,3.578317,18.68306,1.793331,0,0,0,0,0,0,3.764406,3.567964
19:22:52.264,21.44472,Pattern D Left,-8.602158,0.6710706,-1.115787,3.55751,18.78448,1.737817,0,0,0,0,0,0,3.764406,3.567964
19:22:52.277,21.45695,Pattern D Left,-8.601982,0.6713024,-1.115855,3.541242,18.87073,1.68022,0,0,0,0,0,0,3.764406,3.567964
19:22:52.289,21.46867,Pattern D Left,-8.601819,0.6715164,-1.115907,3.530311,18.94257,1.622761,0,0,0,0,0,0,3.764406,3.567964
19:22:52.299,21.479,Pattern D Left,-8.601734,0.6719238,-1.11613,3.499674,19.01389,1.563991,0,0,0,0,0,0,3.696622,3.566508
19:22:52.310,21.49001,Pattern D Left,-8.601701,0.6724001,-1.116423,3.49738,19.06802,1.515857,0,0,0,0,0,0,3.696622,3.566508
19:22:52.322,21.50128,Pattern D Left,-8.601667,0.6728402,-1.116682,3.496988,19.11699,1.47696,0,0,0,0,0,0,3.696622,3.566508
19:22:52.332,21.5122,Pattern D Left,-8.601638,0.6732413,-1.116906,3.498506,19.1719,1.440576,0,0,0,0,0,0,3.696622,3.566508
