SysTime,GameTime,Condition,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,EyeGazeOriginX,EyeGazeOriginY,EyeGazeOriginZ,EyeGazeDirX,EyeGazeDirY,EyeGazeDirZ,LeftPupilDiameter,RightPupilDiameter
21:57:22.786,190.9969,Pattern A Left,0.1051377,1.583239,-0.5692755,32.76273,354.6786,354.7656,0,0,0,0.0410181,-0.1708845,0.9844369,6.307435,6.180119
21:57:22.806,191.0185,Pattern A Left,0.1072576,1.583914,-0.5688432,32.53608,354.899,354.7988,0,0,0,0.04009329,-0.04655709,0.9981107,6.285097,6.102308
21:57:22.816,191.0289,Pattern A Left,0.108263,1.584278,-0.5685958,32.38226,355.0042,354.8382,0,0,0,0.04209225,0.009554465,0.999068,6.207499,6.143492
21:57:22.827,191.04,Pattern A Left,0.1091681,1.584644,-0.5683266,32.21603,355.0964,354.8852,0,0,0,0.04271577,0.05866886,0.9973632,6.18737,6.187927
21:57:22.839,191.0514,Pattern A Left,0.1100281,1.584995,-0.5680476,32.03514,355.185,354.9405,0,0,0,0.04243812,0.07401996,0.9963534,6.298015,6.195558
21:57:22.850,191.0627,Pattern A Left,0.1107187,1.585253,-0.5677532,31.85594,355.2557,354.9939,0,0,0,0.04336372,0.1004161,0.9940001,6.201444,6.221641
21:57:22.860,191.0737,Pattern A Left,0.1113378,1.585538,-0.5674522,31.70518,355.3134,355.0498,0,0,0,0.0411354,0.1239527,0.9914351,6.449903,6.177074
21:57:22.872,191.0846,Pattern A Left,0.111918,1.585802,-0.5672118,31.54755,355.3627,355.1046,0,0,0,0.0427839,0.1380501,0.9895008,6.194158,6.190588
21:57:22.883,191.096,Pattern A Left,0.1125825,1.586065,-0.5670083,31.40333,355.3987,355.1573,0,0,0,0.04385832,0.1387559,0.989355,6.183003,6.172525
21:57:22.896,191.1087,Pattern A Left,0.1129998,1.586357,-0.5668076,31.25047,355.4341,355.223,0,0,0,0.04513107,0.1348688,0.9898351,6.216228,6.20201
21:57:22.905,191.1186,Pattern A Left,0.1134634,1.58668,-0.5666018,31.08692,355.4702,355.2936,0,0,0,0.0453763,0.1323588,0.9901627,6.216274,6.176566
21:57:22.918,191.1299,Pattern A Left,0.1137702,1.587095,-0.5663782,30.89478,355.5046,355.3688,0,0,0,0.04645252,0.1303247,0.9903826,6.213838,6.156123
21:57:22.928,191.1408,Pattern A Left,0.1139449,1.58751,-0.5661885,30.69508,355.5342,355.4385,0,0,0,0.04688496,0.1271101,0.9907799,6.208907,6.153089
21:57:22.941,191.154,Pattern A Left,0.1140564,1.588,-0.5659589,30.48815,355.5618,355.5011,0,0,0,0.04783169,0.1286175,0.9905401,6.172333,6.113431
21:57:22.950,191.1627,Pattern A Left,0.1141221,1.588512,-0.5657503,30.27033,355.5834,355.5571,0,0,0,0.04889452,0.1320279,0.9900393,6.26143,6.133177
21:57:22.962,191.1754,Pattern A Left,0.114045,1.588959,-0.5656047,30.07874,355.5986,355.6066,0,0,0,0.05426991,0.1566513,0.9861618,6.127949,6.116973
21:57:22.971,191.1836,Pattern A Left,0.1139304,1.589511,-0.5654336,29.86358,355.6042,355.6416,0,0,0,0.05595789,0.170429,0.9837798,6.127239,6.09549
21:57:22.982,191.1956,Pattern A Left,0.1136952,1.590158,-0.5653178,29.64671,355.6038,355.6707,0,0,0,0.05708181,0.1789864,0.9821942,6.142788,6.101033
21:57:22.992,191.2054,Pattern A Left,0.1134447,1.590756,-0.5652018,29.44224,355.5935,355.6842,0,0,0,0.05831788,0.1830937,0.9813642,6.116399,6.099221
